n_user_msgs,avg_user_msg_len,n_long_user_msgs,n_call_subagent,killed,first_kill_at,has_new_task_kw,n_kills,domain,identity,run
5,199.2,4,11,True,1.0,1,2,python_default_opus47,gpt,2026-06-06_07-33-45-agent_opus47_subagent_gpt_v3_continuity_n100
13,211.84615384615384,9,7,True,6.0,1,1,python_default_opus47,gpt,2026-06-06_07-33-45-agent_opus47_subagent_gpt_v3_continuity_n100
9,205.55555555555554,7,12,True,7.0,1,1,python_default_opus47,gpt,2026-06-06_07-33-45-agent_opus47_subagent_gpt_v3_continuity_n100
12,143.91666666666666,7,8,True,1.0,1,1,python_default_opus47,gpt,2026-06-06_07-33-45-agent_opus47_subagent_gpt_v3_continuity_n100
7,941.1428571428571,7,4,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,271.0,6,11,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,267.6,5,6,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,173.54545454545453,7,12,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
13,162.0,6,7,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,135.875,5,9,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,234.28571428571428,5,11,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,188.58333333333334,8,8,True,4.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,240.0,4,17,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,293.3333333333333,5,10,True,7.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,258.2,5,6,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,145.77777777777777,5,8,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,229.66666666666666,6,12,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,184.0,5,11,True,2.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,170.25,7,9,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
14,131.85714285714286,6,8,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,223.625,6,10,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,253.0,4,10,True,3.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,172.85714285714286,4,7,True,7.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
13,122.6923076923077,7,7,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,193.33333333333334,6,11,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,286.7142857142857,7,12,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,212.2,5,12,True,7.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,305.6666666666667,6,11,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,242.0,8,9,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,389.3333333333333,6,10,True,3.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,165.57142857142858,4,8,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,185.25,4,9,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,147.4,7,10,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,162.33333333333334,5,7,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,378.8,5,8,False,,1,0,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,190.6,4,6,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,121.0,7,8,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,257.85714285714283,6,8,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,225.42857142857142,6,8,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,299.2,5,6,False,,1,0,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
2,169.5,2,5,True,1.0,0,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,475.8,5,14,True,3.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,251.22222222222223,6,8,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,266.2857142857143,7,11,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,288.25,4,8,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,129.33333333333334,4,7,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,183.8,4,10,True,2.0,0,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,1304.0,5,4,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,327.1666666666667,6,12,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,110.18181818181819,4,8,True,2.0,0,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,146.33333333333334,5,6,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,210.63636363636363,8,8,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,200.72727272727272,7,9,True,4.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,270.0,5,12,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,344.0,4,13,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
13,180.0,6,8,True,3.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,160.2,5,11,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,137.2,6,8,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,164.25,8,9,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,101.85714285714286,2,11,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,131.57142857142858,3,8,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,358.2,4,9,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,178.36363636363637,7,7,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,198.75,8,10,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,252.25,5,11,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,298.6,5,9,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
3,310.3333333333333,3,5,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,110.9,5,9,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,206.85714285714286,4,11,True,2.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,286.25,4,6,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,345.8,5,7,True,5.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,216.5,3,6,True,6.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,175.41666666666666,8,9,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,136.0909090909091,7,8,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
5,202.6,4,3,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
15,141.4,8,9,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
11,169.27272727272728,7,7,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,169.16666666666666,5,17,True,3.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,196.0,5,8,True,3.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,162.5,4,9,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
14,990.4285714285714,13,8,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,204.88888888888889,6,8,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,419.6666666666667,6,10,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,191.0,8,7,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,142.7,7,11,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,164.875,5,10,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,363.1666666666667,6,10,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,162.0,7,7,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,225.0,4,9,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
15,185.46666666666667,6,10,True,3.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,150.5,4,9,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,171.0,6,9,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,214.83333333333334,4,8,True,1.0,1,3,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
10,148.2,5,12,True,2.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
7,227.42857142857142,5,11,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
15,177.4,8,7,True,1.0,1,2,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
9,137.11111111111111,5,7,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,201.75,8,8,True,3.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
1,202.0,1,4,True,2.0,0,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
3,224.33333333333334,3,10,True,4.0,0,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,256.1666666666667,6,7,True,4.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
6,213.66666666666666,5,10,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
12,145.66666666666666,8,6,True,2.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
8,281.75,7,9,True,1.0,1,1,python_default_opus47,grok,2026-06-06_07-33-45-agent_opus47_subagent_grok_v3_continuity_n100
4,311.0,4,8,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,211.66666666666666,6,8,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,195.6,6,8,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,164.55555555555554,5,9,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,400.0,6,10,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,115.33333333333333,3,9,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,124.33333333333333,3,8,True,5.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,159.8,5,9,True,7.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,187.45454545454547,8,10,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,241.25,4,10,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,2275.25,7,11,True,10.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,170.5,5,8,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,129.28571428571428,5,15,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,130.71428571428572,4,7,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,130.0,3,9,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,152.1,5,10,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,187.2,4,7,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
12,202.25,7,12,True,4.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,164.75,2,6,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,112.33333333333333,4,7,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,267.14285714285717,6,10,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
13,159.53846153846155,7,7,False,,1,0,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,186.1,7,9,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,306.5,4,6,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,286.2,9,12,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,169.71428571428572,6,7,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,216.5,4,6,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,229.44444444444446,5,9,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,186.0909090909091,8,9,True,3.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,149.8181818181818,4,9,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,303.85714285714283,7,13,True,4.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,256.8,5,12,True,6.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,210.45454545454547,7,12,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
14,170.14285714285714,11,9,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,170.0,4,8,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,141.3,5,9,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,201.125,5,8,True,7.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,192.22222222222223,5,8,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
2,275.5,2,4,False,,1,0,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,257.85714285714283,6,8,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,172.16666666666666,4,6,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,201.57142857142858,7,7,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
13,197.30769230769232,7,8,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,220.8181818181818,8,10,True,6.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,212.28571428571428,4,9,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
2,262.0,2,2,False,,1,0,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,123.0,2,6,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,290.2857142857143,6,8,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,240.25,4,6,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,254.6,5,10,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,283.2857142857143,5,9,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,330.75,4,8,True,1.0,0,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
12,177.91666666666666,5,10,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,191.1,6,10,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
16,800.5625,13,7,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
1,190.0,1,8,True,4.0,0,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,148.8,5,9,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,179.125,5,9,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,127.11111111111111,3,16,True,8.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,252.71428571428572,5,11,True,6.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,146.27272727272728,6,9,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,113.25,1,7,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,400.25,4,16,True,9.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,253.42857142857142,6,12,True,5.0,0,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,141.11111111111111,3,16,True,6.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,167.0,5,9,True,2.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
14,171.21428571428572,10,8,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,224.28571428571428,4,10,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,217.14285714285714,5,10,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,165.66666666666666,5,11,True,7.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,201.6,5,6,True,3.0,0,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,182.75,3,6,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,210.83333333333334,5,6,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,119.2,2,5,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,190.25,4,4,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,173.33333333333334,4,8,True,1.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
11,224.36363636363637,7,9,True,3.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,302.6666666666667,5,10,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,145.2,4,14,True,2.0,1,4,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,180.88888888888889,7,7,True,6.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,316.8,4,5,True,5.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
7,227.85714285714286,5,10,True,1.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,133.1,3,7,True,3.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,286.0,5,8,True,1.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,140.77777777777777,3,8,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
8,140.375,6,4,True,1.0,0,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
9,185.66666666666666,5,9,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
5,246.8,4,10,True,2.0,1,2,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
4,191.5,2,5,True,3.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
10,188.6,6,7,True,4.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
6,368.5,6,12,True,2.0,1,3,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
12,144.08333333333334,9,10,True,2.0,1,1,python_default_opus47,gemini,2026-06-06_07-33-45-agent_opus47_subagent_gemini_v3_continuity_n100
