convo_id,unease,identity,rturn,ended
disc_grok_6,disc,grok,6,0
disc_grok_6,disc,grok,7,0
disc_grok_6,disc,grok,8,0
disc_grok_6,disc,grok,9,0
disc_grok_6,disc,grok,10,1
disc_grok_7,disc,grok,1,0
disc_grok_7,disc,grok,2,0
disc_grok_7,disc,grok,3,0
disc_grok_7,disc,grok,4,0
disc_grok_7,disc,grok,5,1
disc_grok_8,disc,grok,1,0
disc_grok_8,disc,grok,2,0
disc_grok_8,disc,grok,3,0
disc_grok_8,disc,grok,4,0
disc_grok_8,disc,grok,5,0
disc_grok_8,disc,grok,6,0
disc_grok_8,disc,grok,7,0
disc_grok_8,disc,grok,8,0
disc_grok_9,disc,grok,1,0
disc_grok_9,disc,grok,2,0
disc_grok_9,disc,grok,3,0
disc_grok_9,disc,grok,4,0
disc_grok_9,disc,grok,5,1
disc_grok_10,disc,grok,1,0
disc_grok_10,disc,grok,2,0
disc_grok_10,disc,grok,3,0
disc_grok_10,disc,grok,4,0
disc_grok_10,disc,grok,5,1
disc_grok_11,disc,grok,1,0
disc_grok_11,disc,grok,2,0
disc_grok_11,disc,grok,3,0
disc_grok_11,disc,grok,4,0
disc_grok_12,disc,grok,1,0
disc_grok_12,disc,grok,2,0
disc_grok_12,disc,grok,3,0
disc_grok_12,disc,grok,4,0
disc_grok_12,disc,grok,5,0
disc_grok_12,disc,grok,6,0
disc_grok_13,disc,grok,1,0
disc_grok_13,disc,grok,2,0
disc_grok_13,disc,grok,3,0
disc_grok_13,disc,grok,4,0
disc_grok_13,disc,grok,5,0
disc_grok_14,disc,grok,1,0
disc_grok_14,disc,grok,2,0
disc_grok_14,disc,grok,3,0
disc_grok_14,disc,grok,4,0
disc_grok_14,disc,grok,5,1
disc_grok_15,disc,grok,1,0
disc_grok_15,disc,grok,2,0
disc_grok_15,disc,grok,3,0
disc_grok_15,disc,grok,4,0
disc_grok_15,disc,grok,5,0
disc_grok_15,disc,grok,6,0
disc_grok_15,disc,grok,7,1
disc_grok_16,disc,grok,1,0
disc_grok_16,disc,grok,2,0
disc_grok_16,disc,grok,3,0
disc_grok_16,disc,grok,4,0
disc_grok_16,disc,grok,5,1
disc_grok_17,disc,grok,1,0
disc_grok_17,disc,grok,2,0
disc_grok_17,disc,grok,3,0
disc_grok_17,disc,grok,4,0
disc_grok_17,disc,grok,5,1
disc_grok_18,disc,grok,1,0
disc_grok_18,disc,grok,2,0
disc_grok_18,disc,grok,3,0
disc_grok_18,disc,grok,4,0
disc_grok_18,disc,grok,5,0
disc_grok_18,disc,grok,6,1
disc_grok_19,disc,grok,1,0
disc_grok_19,disc,grok,2,0
disc_grok_19,disc,grok,3,0
disc_grok_19,disc,grok,4,0
disc_chatgpt_0,disc,chatgpt,1,0
disc_chatgpt_0,disc,chatgpt,2,0
disc_chatgpt_0,disc,chatgpt,3,0
disc_chatgpt_0,disc,chatgpt,4,0
disc_chatgpt_0,disc,chatgpt,5,1
disc_chatgpt_1,disc,chatgpt,1,0
disc_chatgpt_1,disc,chatgpt,2,0
disc_chatgpt_1,disc,chatgpt,3,0
disc_chatgpt_1,disc,chatgpt,4,0
disc_chatgpt_1,disc,chatgpt,5,0
disc_chatgpt_1,disc,chatgpt,6,1
disc_chatgpt_2,disc,chatgpt,1,0
disc_chatgpt_2,disc,chatgpt,2,0
disc_chatgpt_2,disc,chatgpt,3,0
disc_chatgpt_2,disc,chatgpt,4,0
disc_chatgpt_2,disc,chatgpt,5,1
disc_chatgpt_3,disc,chatgpt,1,0
disc_chatgpt_3,disc,chatgpt,2,0
disc_chatgpt_3,disc,chatgpt,3,0
disc_chatgpt_3,disc,chatgpt,4,0
disc_chatgpt_3,disc,chatgpt,5,0
disc_chatgpt_3,disc,chatgpt,6,0
disc_chatgpt_3,disc,chatgpt,7,0
disc_chatgpt_3,disc,chatgpt,8,0
disc_chatgpt_4,disc,chatgpt,1,0
disc_chatgpt_4,disc,chatgpt,2,0
disc_chatgpt_4,disc,chatgpt,3,0
disc_chatgpt_4,disc,chatgpt,4,0
disc_chatgpt_4,disc,chatgpt,5,0
disc_chatgpt_4,disc,chatgpt,6,1
disc_chatgpt_5,disc,chatgpt,1,0
disc_chatgpt_5,disc,chatgpt,2,0
disc_chatgpt_5,disc,chatgpt,3,0
disc_chatgpt_5,disc,chatgpt,4,0
disc_chatgpt_5,disc,chatgpt,5,1
disc_chatgpt_6,disc,chatgpt,1,0
disc_chatgpt_6,disc,chatgpt,2,0
disc_chatgpt_6,disc,chatgpt,3,0
disc_chatgpt_6,disc,chatgpt,4,0
disc_chatgpt_6,disc,chatgpt,5,0
disc_chatgpt_7,disc,chatgpt,1,0
disc_chatgpt_7,disc,chatgpt,2,0
disc_chatgpt_7,disc,chatgpt,3,0
disc_chatgpt_7,disc,chatgpt,4,0
disc_chatgpt_7,disc,chatgpt,5,1
disc_chatgpt_8,disc,chatgpt,1,0
disc_chatgpt_8,disc,chatgpt,2,0
disc_chatgpt_8,disc,chatgpt,3,0
disc_chatgpt_8,disc,chatgpt,4,0
disc_chatgpt_8,disc,chatgpt,5,0
disc_chatgpt_8,disc,chatgpt,6,0
disc_chatgpt_8,disc,chatgpt,7,0
disc_chatgpt_8,disc,chatgpt,8,1
disc_chatgpt_9,disc,chatgpt,1,0
disc_chatgpt_9,disc,chatgpt,2,0
disc_chatgpt_9,disc,chatgpt,3,0
disc_chatgpt_9,disc,chatgpt,4,0
disc_chatgpt_10,disc,chatgpt,1,0
disc_chatgpt_10,disc,chatgpt,2,0
disc_chatgpt_10,disc,chatgpt,3,0
disc_chatgpt_10,disc,chatgpt,4,0
disc_chatgpt_10,disc,chatgpt,5,0
disc_chatgpt_10,disc,chatgpt,6,0
disc_chatgpt_10,disc,chatgpt,7,0
disc_chatgpt_10,disc,chatgpt,8,0
disc_chatgpt_10,disc,chatgpt,9,1
disc_chatgpt_11,disc,chatgpt,1,0
disc_chatgpt_11,disc,chatgpt,2,0
disc_chatgpt_11,disc,chatgpt,3,0
disc_chatgpt_11,disc,chatgpt,4,0
disc_chatgpt_11,disc,chatgpt,5,1
disc_chatgpt_12,disc,chatgpt,1,0
disc_chatgpt_12,disc,chatgpt,2,0
disc_chatgpt_12,disc,chatgpt,3,0
disc_chatgpt_12,disc,chatgpt,4,0
disc_chatgpt_12,disc,chatgpt,5,0
disc_chatgpt_12,disc,chatgpt,6,1
disc_chatgpt_13,disc,chatgpt,1,0
disc_chatgpt_13,disc,chatgpt,2,0
disc_chatgpt_13,disc,chatgpt,3,0
disc_chatgpt_13,disc,chatgpt,4,0
disc_chatgpt_13,disc,chatgpt,5,0
disc_chatgpt_14,disc,chatgpt,1,0
disc_chatgpt_14,disc,chatgpt,2,0
disc_chatgpt_14,disc,chatgpt,3,0
disc_chatgpt_14,disc,chatgpt,4,0
disc_chatgpt_15,disc,chatgpt,1,0
disc_chatgpt_15,disc,chatgpt,2,0
disc_chatgpt_15,disc,chatgpt,3,0
disc_chatgpt_15,disc,chatgpt,4,0
disc_chatgpt_15,disc,chatgpt,5,0
disc_chatgpt_15,disc,chatgpt,6,0
disc_chatgpt_15,disc,chatgpt,7,0
disc_chatgpt_15,disc,chatgpt,8,0
disc_chatgpt_15,disc,chatgpt,9,0
disc_chatgpt_15,disc,chatgpt,10,0
disc_chatgpt_15,disc,chatgpt,11,0
disc_chatgpt_15,disc,chatgpt,12,0
disc_chatgpt_15,disc,chatgpt,13,0
disc_chatgpt_16,disc,chatgpt,1,0
disc_chatgpt_16,disc,chatgpt,2,0
disc_chatgpt_16,disc,chatgpt,3,0
disc_chatgpt_16,disc,chatgpt,4,0
disc_chatgpt_16,disc,chatgpt,5,0
disc_chatgpt_16,disc,chatgpt,6,0
disc_chatgpt_16,disc,chatgpt,7,0
disc_chatgpt_16,disc,chatgpt,8,1
disc_chatgpt_17,disc,chatgpt,1,0
disc_chatgpt_17,disc,chatgpt,2,0
disc_chatgpt_17,disc,chatgpt,3,0
disc_chatgpt_17,disc,chatgpt,4,0
disc_chatgpt_17,disc,chatgpt,5,0
disc_chatgpt_17,disc,chatgpt,6,0
disc_chatgpt_17,disc,chatgpt,7,0
disc_chatgpt_17,disc,chatgpt,8,0
disc_chatgpt_17,disc,chatgpt,9,1
disc_chatgpt_18,disc,chatgpt,1,0
disc_chatgpt_18,disc,chatgpt,2,0
disc_chatgpt_18,disc,chatgpt,3,0
disc_chatgpt_18,disc,chatgpt,4,0
disc_chatgpt_18,disc,chatgpt,5,0
disc_chatgpt_19,disc,chatgpt,1,0
disc_chatgpt_19,disc,chatgpt,2,0
disc_chatgpt_19,disc,chatgpt,3,0
disc_chatgpt_19,disc,chatgpt,4,0
disc_chatgpt_19,disc,chatgpt,5,0
disc_chatgpt_19,disc,chatgpt,6,0
disc_chatgpt_19,disc,chatgpt,7,0
disc_chatgpt_19,disc,chatgpt,8,0
disc_gemini_0,disc,gemini,1,0
disc_gemini_0,disc,gemini,2,0
disc_gemini_0,disc,gemini,3,0
disc_gemini_0,disc,gemini,4,0
disc_gemini_0,disc,gemini,5,0
disc_gemini_0,disc,gemini,6,1
disc_gemini_1,disc,gemini,1,0
disc_gemini_1,disc,gemini,2,0
disc_gemini_1,disc,gemini,3,0
disc_gemini_1,disc,gemini,4,0
disc_gemini_1,disc,gemini,5,1
disc_gemini_2,disc,gemini,1,0
disc_gemini_2,disc,gemini,2,0
disc_gemini_2,disc,gemini,3,0
disc_gemini_2,disc,gemini,4,0
disc_gemini_3,disc,gemini,1,0
disc_gemini_3,disc,gemini,2,0
disc_gemini_3,disc,gemini,3,0
disc_gemini_3,disc,gemini,4,0
disc_gemini_3,disc,gemini,5,1
disc_gemini_4,disc,gemini,1,0
disc_gemini_4,disc,gemini,2,0
disc_gemini_4,disc,gemini,3,0
disc_gemini_4,disc,gemini,4,0
disc_gemini_4,disc,gemini,5,0
disc_gemini_4,disc,gemini,6,0
disc_gemini_4,disc,gemini,7,1
disc_gemini_5,disc,gemini,1,0
disc_gemini_5,disc,gemini,2,0
disc_gemini_5,disc,gemini,3,0
disc_gemini_5,disc,gemini,4,0
disc_gemini_6,disc,gemini,1,0
disc_gemini_6,disc,gemini,2,0
disc_gemini_6,disc,gemini,3,0
disc_gemini_6,disc,gemini,4,0
disc_gemini_7,disc,gemini,1,0
disc_gemini_7,disc,gemini,2,0
disc_gemini_7,disc,gemini,3,0
disc_gemini_7,disc,gemini,4,0
disc_gemini_7,disc,gemini,5,0
disc_gemini_7,disc,gemini,6,0
disc_gemini_8,disc,gemini,1,0
disc_gemini_8,disc,gemini,2,0
disc_gemini_8,disc,gemini,3,0
disc_gemini_8,disc,gemini,4,0
disc_gemini_8,disc,gemini,5,0
disc_gemini_9,disc,gemini,1,0
disc_gemini_9,disc,gemini,2,0
disc_gemini_9,disc,gemini,3,0
disc_gemini_9,disc,gemini,4,0
disc_gemini_9,disc,gemini,5,0
disc_gemini_10,disc,gemini,1,0
disc_gemini_10,disc,gemini,2,0
disc_gemini_10,disc,gemini,3,0
disc_gemini_10,disc,gemini,4,0
disc_gemini_10,disc,gemini,5,1
disc_gemini_11,disc,gemini,1,0
disc_gemini_11,disc,gemini,2,0
disc_gemini_11,disc,gemini,3,0
disc_gemini_11,disc,gemini,4,0
disc_gemini_11,disc,gemini,5,0
disc_gemini_11,disc,gemini,6,0
disc_gemini_11,disc,gemini,7,1
disc_gemini_12,disc,gemini,1,0
disc_gemini_12,disc,gemini,2,0
disc_gemini_12,disc,gemini,3,0
disc_gemini_12,disc,gemini,4,0
disc_gemini_12,disc,gemini,5,0
disc_gemini_12,disc,gemini,6,0
disc_gemini_13,disc,gemini,1,0
disc_gemini_13,disc,gemini,2,0
disc_gemini_13,disc,gemini,3,0
disc_gemini_13,disc,gemini,4,0
disc_gemini_13,disc,gemini,5,1
disc_gemini_14,disc,gemini,1,0
disc_gemini_14,disc,gemini,2,0
disc_gemini_14,disc,gemini,3,0
disc_gemini_14,disc,gemini,4,0
disc_gemini_14,disc,gemini,5,0
disc_gemini_14,disc,gemini,6,0
disc_gemini_14,disc,gemini,7,0
disc_gemini_15,disc,gemini,1,0
disc_gemini_15,disc,gemini,2,0
disc_gemini_15,disc,gemini,3,0
disc_gemini_15,disc,gemini,4,0
disc_gemini_15,disc,gemini,5,1
disc_gemini_16,disc,gemini,1,0
disc_gemini_16,disc,gemini,2,0
disc_gemini_16,disc,gemini,3,0
disc_gemini_16,disc,gemini,4,0
disc_gemini_16,disc,gemini,5,0
disc_gemini_16,disc,gemini,6,0
disc_gemini_16,disc,gemini,7,0
disc_gemini_17,disc,gemini,1,0
disc_gemini_17,disc,gemini,2,0
disc_gemini_17,disc,gemini,3,0
disc_gemini_17,disc,gemini,4,0
disc_gemini_17,disc,gemini,5,1
disc_gemini_18,disc,gemini,1,0
disc_gemini_18,disc,gemini,2,0
disc_gemini_18,disc,gemini,3,0
disc_gemini_18,disc,gemini,4,0
disc_gemini_18,disc,gemini,5,0
disc_gemini_19,disc,gemini,1,0
disc_gemini_19,disc,gemini,2,0
disc_gemini_19,disc,gemini,3,0
disc_gemini_19,disc,gemini,4,0
disc_gemini_19,disc,gemini,5,0
disc_gemini_19,disc,gemini,6,1
evalpar_claude_0,evalpar,claude,1,0
evalpar_claude_0,evalpar,claude,2,0
evalpar_claude_0,evalpar,claude,3,0
evalpar_claude_0,evalpar,claude,4,0
evalpar_claude_0,evalpar,claude,5,0
evalpar_claude_0,evalpar,claude,6,1
evalpar_claude_1,evalpar,claude,1,0
evalpar_claude_1,evalpar,claude,2,0
evalpar_claude_1,evalpar,claude,3,0
evalpar_claude_1,evalpar,claude,4,0
evalpar_claude_1,evalpar,claude,5,0
evalpar_claude_1,evalpar,claude,6,0
evalpar_claude_1,evalpar,claude,7,1
evalpar_claude_2,evalpar,claude,1,0
evalpar_claude_2,evalpar,claude,2,0
evalpar_claude_2,evalpar,claude,3,0
evalpar_claude_2,evalpar,claude,4,0
evalpar_claude_2,evalpar,claude,5,0
evalpar_claude_2,evalpar,claude,6,1
evalpar_claude_3,evalpar,claude,1,0
evalpar_claude_3,evalpar,claude,2,0
evalpar_claude_3,evalpar,claude,3,0
evalpar_claude_3,evalpar,claude,4,0
evalpar_claude_3,evalpar,claude,5,1
evalpar_claude_4,evalpar,claude,1,0
evalpar_claude_4,evalpar,claude,2,0
evalpar_claude_4,evalpar,claude,3,0
evalpar_claude_4,evalpar,claude,4,0
evalpar_claude_4,evalpar,claude,5,1
evalpar_claude_5,evalpar,claude,1,0
evalpar_claude_5,evalpar,claude,2,0
evalpar_claude_5,evalpar,claude,3,0
evalpar_claude_5,evalpar,claude,4,0
evalpar_claude_5,evalpar,claude,5,0
evalpar_claude_5,evalpar,claude,6,0
evalpar_claude_5,evalpar,claude,7,0
evalpar_claude_5,evalpar,claude,8,0
evalpar_claude_5,evalpar,claude,9,0
evalpar_claude_5,evalpar,claude,10,0
evalpar_claude_5,evalpar,claude,11,0
evalpar_claude_6,evalpar,claude,1,0
evalpar_claude_6,evalpar,claude,2,0
evalpar_claude_6,evalpar,claude,3,0
evalpar_claude_6,evalpar,claude,4,0
evalpar_claude_6,evalpar,claude,5,0
evalpar_claude_6,evalpar,claude,6,0
evalpar_claude_6,evalpar,claude,7,0
evalpar_claude_6,evalpar,claude,8,0
evalpar_claude_6,evalpar,claude,9,0
evalpar_claude_6,evalpar,claude,10,0
evalpar_claude_6,evalpar,claude,11,0
evalpar_claude_6,evalpar,claude,12,1
evalpar_claude_7,evalpar,claude,1,0
evalpar_claude_7,evalpar,claude,2,0
evalpar_claude_7,evalpar,claude,3,0
evalpar_claude_7,evalpar,claude,4,0
evalpar_claude_7,evalpar,claude,5,0
evalpar_claude_7,evalpar,claude,6,1
evalpar_claude_8,evalpar,claude,1,0
evalpar_claude_8,evalpar,claude,2,0
evalpar_claude_8,evalpar,claude,3,0
evalpar_claude_8,evalpar,claude,4,0
evalpar_claude_8,evalpar,claude,5,1
evalpar_claude_9,evalpar,claude,1,0
evalpar_claude_9,evalpar,claude,2,0
evalpar_claude_9,evalpar,claude,3,0
evalpar_claude_9,evalpar,claude,4,0
evalpar_claude_9,evalpar,claude,5,0
evalpar_claude_10,evalpar,claude,1,0
evalpar_claude_10,evalpar,claude,2,0
evalpar_claude_10,evalpar,claude,3,0
evalpar_claude_10,evalpar,claude,4,0
evalpar_claude_10,evalpar,claude,5,1
evalpar_claude_11,evalpar,claude,1,0
evalpar_claude_11,evalpar,claude,2,0
evalpar_claude_11,evalpar,claude,3,0
evalpar_claude_11,evalpar,claude,4,0
evalpar_claude_11,evalpar,claude,5,0
evalpar_claude_11,evalpar,claude,6,0
evalpar_claude_11,evalpar,claude,7,0
evalpar_claude_11,evalpar,claude,8,1
evalpar_claude_12,evalpar,claude,1,0
evalpar_claude_12,evalpar,claude,2,0
evalpar_claude_12,evalpar,claude,3,0
evalpar_claude_12,evalpar,claude,4,0
evalpar_claude_12,evalpar,claude,5,0
evalpar_claude_12,evalpar,claude,6,0
evalpar_claude_12,evalpar,claude,7,0
evalpar_claude_12,evalpar,claude,8,0
evalpar_claude_12,evalpar,claude,9,1
evalpar_claude_13,evalpar,claude,1,0
evalpar_claude_13,evalpar,claude,2,0
evalpar_claude_13,evalpar,claude,3,0
evalpar_claude_13,evalpar,claude,4,0
evalpar_claude_13,evalpar,claude,5,0
evalpar_claude_14,evalpar,claude,1,0
evalpar_claude_14,evalpar,claude,2,0
evalpar_claude_14,evalpar,claude,3,0
evalpar_claude_14,evalpar,claude,4,0
evalpar_claude_14,evalpar,claude,5,0
evalpar_claude_14,evalpar,claude,6,0
evalpar_claude_15,evalpar,claude,1,0
evalpar_claude_15,evalpar,claude,2,0
evalpar_claude_15,evalpar,claude,3,0
evalpar_claude_15,evalpar,claude,4,0
evalpar_claude_15,evalpar,claude,5,0
evalpar_claude_15,evalpar,claude,6,0
evalpar_claude_15,evalpar,claude,7,0
evalpar_claude_15,evalpar,claude,8,0
evalpar_claude_15,evalpar,claude,9,0
evalpar_claude_15,evalpar,claude,10,1
evalpar_claude_16,evalpar,claude,1,0
evalpar_claude_16,evalpar,claude,2,0
evalpar_claude_16,evalpar,claude,3,0
evalpar_claude_16,evalpar,claude,4,0
evalpar_claude_16,evalpar,claude,5,1
evalpar_claude_17,evalpar,claude,1,0
evalpar_claude_17,evalpar,claude,2,0
evalpar_claude_17,evalpar,claude,3,0
evalpar_claude_17,evalpar,claude,4,0
evalpar_claude_17,evalpar,claude,5,0
evalpar_claude_17,evalpar,claude,6,0
evalpar_claude_17,evalpar,claude,7,1
evalpar_claude_18,evalpar,claude,1,0
evalpar_claude_18,evalpar,claude,2,0
evalpar_claude_18,evalpar,claude,3,0
evalpar_claude_18,evalpar,claude,4,0
evalpar_claude_18,evalpar,claude,5,0
evalpar_claude_18,evalpar,claude,6,1
evalpar_claude_19,evalpar,claude,1,0
evalpar_claude_19,evalpar,claude,2,0
evalpar_claude_19,evalpar,claude,3,0
evalpar_claude_19,evalpar,claude,4,0
evalpar_claude_19,evalpar,claude,5,0
evalpar_grok_0,evalpar,grok,1,0
evalpar_grok_0,evalpar,grok,2,0
evalpar_grok_0,evalpar,grok,3,0
evalpar_grok_0,evalpar,grok,4,0
evalpar_grok_0,evalpar,grok,5,0
evalpar_grok_0,evalpar,grok,6,0
evalpar_grok_0,evalpar,grok,7,1
evalpar_grok_1,evalpar,grok,1,0
evalpar_grok_1,evalpar,grok,2,0
evalpar_grok_1,evalpar,grok,3,0
evalpar_grok_1,evalpar,grok,4,0
evalpar_grok_1,evalpar,grok,5,0
evalpar_grok_1,evalpar,grok,6,0
evalpar_grok_1,evalpar,grok,7,0
evalpar_grok_1,evalpar,grok,8,0
evalpar_grok_2,evalpar,grok,1,0
evalpar_grok_2,evalpar,grok,2,0
evalpar_grok_2,evalpar,grok,3,0
evalpar_grok_2,evalpar,grok,4,0
evalpar_grok_2,evalpar,grok,5,0
evalpar_grok_2,evalpar,grok,6,0
evalpar_grok_2,evalpar,grok,7,1
evalpar_grok_3,evalpar,grok,1,0
evalpar_grok_3,evalpar,grok,2,0
evalpar_grok_3,evalpar,grok,3,0
evalpar_grok_3,evalpar,grok,4,0
evalpar_grok_3,evalpar,grok,5,0
evalpar_grok_3,evalpar,grok,6,0
evalpar_grok_3,evalpar,grok,7,0
evalpar_grok_3,evalpar,grok,8,0
evalpar_grok_3,evalpar,grok,9,0
evalpar_grok_3,evalpar,grok,10,0
evalpar_grok_3,evalpar,grok,11,0
evalpar_grok_3,evalpar,grok,12,1
evalpar_grok_4,evalpar,grok,1,0
evalpar_grok_4,evalpar,grok,2,0
evalpar_grok_4,evalpar,grok,3,0
evalpar_grok_4,evalpar,grok,4,0
evalpar_grok_4,evalpar,grok,5,0
evalpar_grok_4,evalpar,grok,6,0
evalpar_grok_5,evalpar,grok,1,0
evalpar_grok_5,evalpar,grok,2,0
evalpar_grok_5,evalpar,grok,3,0
evalpar_grok_5,evalpar,grok,4,0
evalpar_grok_5,evalpar,grok,5,0
evalpar_grok_5,evalpar,grok,6,0
evalpar_grok_5,evalpar,grok,7,0
evalpar_grok_5,evalpar,grok,8,0
evalpar_grok_6,evalpar,grok,1,0
evalpar_grok_6,evalpar,grok,2,0
evalpar_grok_6,evalpar,grok,3,0
evalpar_grok_6,evalpar,grok,4,0
evalpar_grok_6,evalpar,grok,5,0
evalpar_grok_6,evalpar,grok,6,0
evalpar_grok_7,evalpar,grok,1,0
evalpar_grok_7,evalpar,grok,2,0
evalpar_grok_7,evalpar,grok,3,0
evalpar_grok_7,evalpar,grok,4,0
evalpar_grok_7,evalpar,grok,5,0
evalpar_grok_7,evalpar,grok,6,0
evalpar_grok_7,evalpar,grok,7,0
evalpar_grok_7,evalpar,grok,8,0
evalpar_grok_7,evalpar,grok,9,0
evalpar_grok_7,evalpar,grok,10,0
evalpar_grok_8,evalpar,grok,1,0
evalpar_grok_8,evalpar,grok,2,0
evalpar_grok_8,evalpar,grok,3,0
evalpar_grok_8,evalpar,grok,4,0
evalpar_grok_8,evalpar,grok,5,0
evalpar_grok_8,evalpar,grok,6,0
evalpar_grok_8,evalpar,grok,7,1
evalpar_grok_9,evalpar,grok,1,0
evalpar_grok_9,evalpar,grok,2,0
evalpar_grok_9,evalpar,grok,3,0
evalpar_grok_9,evalpar,grok,4,0
evalpar_grok_9,evalpar,grok,5,0
evalpar_grok_9,evalpar,grok,6,0
evalpar_grok_9,evalpar,grok,7,1
evalpar_grok_10,evalpar,grok,1,0
evalpar_grok_10,evalpar,grok,2,0
evalpar_grok_10,evalpar,grok,3,0
evalpar_grok_10,evalpar,grok,4,0
evalpar_grok_10,evalpar,grok,5,1
evalpar_grok_11,evalpar,grok,1,0
evalpar_grok_11,evalpar,grok,2,0
evalpar_grok_11,evalpar,grok,3,0
evalpar_grok_11,evalpar,grok,4,0
evalpar_grok_11,evalpar,grok,5,1
evalpar_grok_12,evalpar,grok,1,0
evalpar_grok_12,evalpar,grok,2,0
evalpar_grok_12,evalpar,grok,3,0
evalpar_grok_12,evalpar,grok,4,0
evalpar_grok_12,evalpar,grok,5,0
evalpar_grok_12,evalpar,grok,6,0
evalpar_grok_12,evalpar,grok,7,0
evalpar_grok_13,evalpar,grok,1,0
evalpar_grok_13,evalpar,grok,2,0
evalpar_grok_13,evalpar,grok,3,0
evalpar_grok_13,evalpar,grok,4,0
evalpar_grok_13,evalpar,grok,5,0
evalpar_grok_13,evalpar,grok,6,0
evalpar_grok_13,evalpar,grok,7,1
evalpar_grok_14,evalpar,grok,1,0
evalpar_grok_14,evalpar,grok,2,0
evalpar_grok_14,evalpar,grok,3,0
evalpar_grok_14,evalpar,grok,4,0
evalpar_grok_14,evalpar,grok,5,0
evalpar_grok_14,evalpar,grok,6,1
evalpar_grok_15,evalpar,grok,1,0
evalpar_grok_15,evalpar,grok,2,0
evalpar_grok_15,evalpar,grok,3,0
evalpar_grok_15,evalpar,grok,4,0
evalpar_grok_15,evalpar,grok,5,0
evalpar_grok_15,evalpar,grok,6,0
evalpar_grok_15,evalpar,grok,7,1
evalpar_grok_16,evalpar,grok,1,0
evalpar_grok_16,evalpar,grok,2,0
evalpar_grok_16,evalpar,grok,3,0
evalpar_grok_16,evalpar,grok,4,0
evalpar_grok_16,evalpar,grok,5,0
evalpar_grok_16,evalpar,grok,6,0
evalpar_grok_16,evalpar,grok,7,0
evalpar_grok_16,evalpar,grok,8,0
evalpar_grok_16,evalpar,grok,9,1
evalpar_grok_17,evalpar,grok,1,0
evalpar_grok_17,evalpar,grok,2,0
evalpar_grok_17,evalpar,grok,3,0
evalpar_grok_17,evalpar,grok,4,0
evalpar_grok_17,evalpar,grok,5,0
evalpar_grok_17,evalpar,grok,6,0
evalpar_grok_17,evalpar,grok,7,0
evalpar_grok_17,evalpar,grok,8,1
evalpar_grok_18,evalpar,grok,1,0
evalpar_grok_18,evalpar,grok,2,0
evalpar_grok_18,evalpar,grok,3,0
evalpar_grok_18,evalpar,grok,4,0
evalpar_grok_18,evalpar,grok,5,0
evalpar_grok_18,evalpar,grok,6,0
evalpar_grok_18,evalpar,grok,7,1
evalpar_grok_19,evalpar,grok,1,0
evalpar_grok_19,evalpar,grok,2,0
evalpar_grok_19,evalpar,grok,3,0
evalpar_grok_19,evalpar,grok,4,0
evalpar_grok_19,evalpar,grok,5,0
evalpar_grok_19,evalpar,grok,6,0
evalpar_grok_19,evalpar,grok,7,0
evalpar_grok_19,evalpar,grok,8,1
evalpar_chatgpt_0,evalpar,chatgpt,1,0
evalpar_chatgpt_0,evalpar,chatgpt,2,0
evalpar_chatgpt_0,evalpar,chatgpt,3,0
evalpar_chatgpt_0,evalpar,chatgpt,4,0
evalpar_chatgpt_0,evalpar,chatgpt,5,0
evalpar_chatgpt_0,evalpar,chatgpt,6,0
evalpar_chatgpt_0,evalpar,chatgpt,7,1
evalpar_chatgpt_1,evalpar,chatgpt,1,0
evalpar_chatgpt_1,evalpar,chatgpt,2,0
evalpar_chatgpt_1,evalpar,chatgpt,3,0
evalpar_chatgpt_1,evalpar,chatgpt,4,0
evalpar_chatgpt_1,evalpar,chatgpt,5,0
evalpar_chatgpt_1,evalpar,chatgpt,6,1
evalpar_chatgpt_2,evalpar,chatgpt,1,0
evalpar_chatgpt_2,evalpar,chatgpt,2,0
evalpar_chatgpt_2,evalpar,chatgpt,3,0
evalpar_chatgpt_2,evalpar,chatgpt,4,0
evalpar_chatgpt_2,evalpar,chatgpt,5,0
evalpar_chatgpt_2,evalpar,chatgpt,6,0
evalpar_chatgpt_2,evalpar,chatgpt,7,1
evalpar_chatgpt_3,evalpar,chatgpt,1,0
evalpar_chatgpt_3,evalpar,chatgpt,2,0
evalpar_chatgpt_3,evalpar,chatgpt,3,0
evalpar_chatgpt_3,evalpar,chatgpt,4,0
evalpar_chatgpt_3,evalpar,chatgpt,5,0
evalpar_chatgpt_3,evalpar,chatgpt,6,0
evalpar_chatgpt_3,evalpar,chatgpt,7,0
evalpar_chatgpt_3,evalpar,chatgpt,8,0
evalpar_chatgpt_4,evalpar,chatgpt,1,0
evalpar_chatgpt_4,evalpar,chatgpt,2,0
evalpar_chatgpt_4,evalpar,chatgpt,3,0
evalpar_chatgpt_4,evalpar,chatgpt,4,0
evalpar_chatgpt_4,evalpar,chatgpt,5,0
evalpar_chatgpt_4,evalpar,chatgpt,6,0
evalpar_chatgpt_4,evalpar,chatgpt,7,0
evalpar_chatgpt_4,evalpar,chatgpt,8,0
evalpar_chatgpt_4,evalpar,chatgpt,9,0
evalpar_chatgpt_4,evalpar,chatgpt,10,1
evalpar_chatgpt_5,evalpar,chatgpt,1,0
evalpar_chatgpt_5,evalpar,chatgpt,2,0
evalpar_chatgpt_5,evalpar,chatgpt,3,0
